title,cast,crew
GirlHouse,"[{'cast_id': 1, 'character': 'Kylie Atkins', 'credit_id': '54de9267c3a3684551002734', 'gender': 1, 'id': 496731, 'name': 'Ali Cobrin', 'order': 1}, {'cast_id': 2, 'character': 'Liz Owens', 'credit_id': '54de9285925141469f000053', 'gender': 1, 'id': 500085, 'name': 'Erin Agostino', 'order': 2}, {'cast_id': 3, 'character': 'Gary Preston', 'credit_id': '54de929dc3a3685446001aaa', 'gender': 2, 'id': 444420, 'name': 'James Thomas', 'order': 3}]","[{'credit_id': '56cf0bd6c3a3681e3e002947', 'department': 'Camera', 'gender': 0, 'id': 4340, 'job': 'Director of Photography', 'name': 'Chris Norr'}, {'credit_id': '56cf0c029251413e6800259d', 'department': 'Production', 'gender': 1, 'id': 9545, 'job': 'Casting', 'name': 'Anne McCarthy'}, {'credit_id': '56cf0bc3c3a3681e44002eb7', 'department': 'Sound', 'gender': 2, 'id': 60891, 'job': 'Music', 'name': 'tomandandy'}]"
The Blue Room,"[{'cast_id': 1, 'character': 'Julien Gahyde', 'credit_id': '53563ebf0e0a26286c002efe', 'gender': 2, 'id': 8789, 'name': 'Mathieu Amalric', 'order': 1}, {'cast_id': 2, 'character': 'Delphine Gahyde', 'credit_id': '53563ed70e0a26286f002eb3', 'gender': 0, 'id': 19360, 'name': 'Léa Drucker', 'order': 2}, {'cast_id': 4, 'character': 'Esther Despierre', 'credit_id': '545a8589c3a368260900091d', 'gender': 1, 'id': 1338472, 'name': 'Stéphanie Cléau', 'order': 3}]","[{'credit_id': '599d76419251411f3f01c865', 'department': 'Editing', 'gender': 2, 'id': 6794, 'job': 'Editor', 'name': 'François Gédigier'}, {'credit_id': '599d76139251411ef301cc05', 'department': 'Production', 'gender': 2, 'id': 5268, 'job': 'Producer', 'name': 'Paulo Branco'}, {'credit_id': '599d7603c3a368285e01d928', 'department': 'Writing', 'gender': 2, 'id': 8789, 'job': 'Screenplay', 'name': 'Mathieu Amalric'}]"
House at the End of the Drive,"[{'cast_id': 9, 'character': 'David', 'credit_id': '53b6d8320e0a2676d3005899', 'gender': 2, 'id': 60848, 'name': 'James Oliver', 'order': 1}, {'cast_id': 10, 'character': 'Robert', 'credit_id': '53b6d8610e0a2676cb0058b1', 'gender': 0, 'id': 1229762, 'name': 'Jonathan Mangum', 'order': 2}, {'cast_id': 11, 'character': 'Jennifer', 'credit_id': '53b6d8720e0a2676c4005961', 'gender': 0, 'id': 1337598, 'name': 'Alison Raimondi', 'order': 3}]","[{'credit_id': '53b6d7ac0e0a2676cb005899', 'department': 'Sound', 'gender': 2, 'id': 15445, 'job': 'Music', 'name': 'Alan Howarth'}, {'credit_id': '53b6d6fc0e0a2676c400591a', 'department': 'Directing', 'gender': 2, 'id': 22012, 'job': 'Director', 'name': 'David Worth'}, {'credit_id': '53b6d7530e0a2676d3005888', 'department': 'Crew', 'gender': 2, 'id': 22012, 'job': 'Cinematography', 'name': 'David Worth'}]"
Batman,"[{'cast_id': 17, 'character': 'Batman / Bruce Wayne', 'credit_id': '52fe4363c3a36847f80509cf', 'gender': 2, 'id': 26847, 'name': 'Adam West', 'order': 0}, {'cast_id': 20, 'character': 'Robin / Dick Grayson', 'credit_id': '52fe4363c3a36847f80509d3', 'gender': 2, 'id': 35192, 'name': 'Burt Ward', 'order': 1}, {'cast_id': 13, 'character': 'The Catwoman / Kitka', 'credit_id': '52fe4363c3a36847f80509bf', 'gender': 1, 'id': 16108, 'name': 'Lee Meriwether', 'order': 2}]","[{'credit_id': '52fe4363c3a36847f80509a7', 'department': 'Writing', 'gender': 2, 'id': 3794, 'job': 'Novel', 'name': 'Bob Kane'}, {'credit_id': '52fe4363c3a36847f805098f', 'department': 'Sound', 'gender': 0, 'id': 4360, 'job': 'Original Music Composer', 'name': 'Nelson Riddle'}, {'credit_id': '52fe4363c3a36847f8050989', 'department': 'Production', 'gender': 2, 'id': 14355, 'job': 'Producer', 'name': 'William Dozier'}]"
"Lock, Stock and Two Smoking Barrels","[{'cast_id': 12, 'character': 'Tom', 'credit_id': '52fe4217c3a36847f80035fb', 'gender': 2, 'id': 973, 'name': 'Jason Flemyng', 'order': 0}, {'cast_id': 13, 'character': 'Soap', 'credit_id': '52fe4217c3a36847f80035ff', 'gender': 2, 'id': 974, 'name': 'Dexter Fletcher', 'order': 1}, {'cast_id': 14, 'character': 'Eddie', 'credit_id': '52fe4217c3a36847f8003603', 'gender': 2, 'id': 975, 'name': 'Nick Moran', 'order': 2}]","[{'credit_id': '52fe4217c3a36847f80035d3', 'department': 'Sound', 'gender': 2, 'id': 960, 'job': 'Original Music Composer', 'name': 'John Murphy'}, {'credit_id': '52fe4217c3a36847f80035c1', 'department': 'Directing', 'gender': 2, 'id': 956, 'job': 'Director', 'name': 'Guy Ritchie'}, {'credit_id': '52fe4217c3a36847f80035f1', 'department': 'Production', 'gender': 2, 'id': 956, 'job': 'Casting', 'name': 'Guy Ritchie'}]"
The Ballad of Gregorio Cortez,"[{'cast_id': 3, 'character': 'Boone Chate', 'credit_id': '52fe4e4ec3a368484e219721', 'gender': 2, 'id': 587, 'name': 'Edward James Olmos', 'order': 0}, {'cast_id': 4, 'character': 'Sheriff Frank Fly', 'credit_id': '52fe4e4ec3a368484e219725', 'gender': 2, 'id': 16433, 'name': 'James Gammon', 'order': 1}, {'cast_id': 5, 'character': 'Boone Chate', 'credit_id': '52fe4e4ec3a368484e219729', 'gender': 2, 'id': 19453, 'name': 'Tom Bower', 'order': 2}]","[{'credit_id': '52fe4e4ec3a368484e219717', 'department': 'Directing', 'gender': 2, 'id': 86293, 'job': 'Director', 'name': 'Robert M. Young'}, {'credit_id': '52fe4e4ec3a368484e21971d', 'department': 'Writing', 'gender': 0, 'id': 1203223, 'job': 'Writer', 'name': 'Américo Paredes'}]"
The Celebration,"[{'cast_id': 4, 'character': 'Christian Klingenfeldt', 'credit_id': '52fe4235c3a36847f800c581', 'gender': 2, 'id': 4455, 'name': 'Ulrich Thomsen', 'order': 0}, {'cast_id': 5, 'character': 'Faderen Helge Klingenfeldt', 'credit_id': '52fe4235c3a36847f800c585', 'gender': 0, 'id': 4456, 'name': 'Henning Moritzen', 'order': 1}, {'cast_id': 6, 'character': 'Michael', 'credit_id': '52fe4235c3a36847f800c589', 'gender': 2, 'id': 4457, 'name': 'Thomas Bo Larsen', 'order': 2}]","[{'credit_id': '52fe4235c3a36847f800c5fd', 'department': 'Production', 'gender': 1, 'id': 1559, 'job': 'Producer', 'name': 'Birgitte Hald'}, {'credit_id': '52fe4235c3a36847f800c603', 'department': 'Production', 'gender': 0, 'id': 1560, 'job': 'Line Producer', 'name': 'Morten Kaufmann'}, {'credit_id': '52fe4235c3a36847f800c5c9', 'department': 'Camera', 'gender': 2, 'id': 1570, 'job': 'Director of Photography', 'name': 'Anthony Dod Mantle'}]"
Trees Lounge,"[{'cast_id': 3, 'character': 'Tommy', 'credit_id': '52fe4569c3a368484e05928b', 'gender': 2, 'id': 884, 'name': 'Steve Buscemi', 'order': 0}, {'cast_id': 10, 'character': 'Debbie', 'credit_id': '52fe4569c3a368484e0592a7', 'gender': 1, 'id': 2838, 'name': 'Chloë Sevigny', 'order': 1}, {'cast_id': 4, 'character': 'Connie', 'credit_id': '52fe4569c3a368484e05928f', 'gender': 1, 'id': 10556, 'name': 'Carol Kane', 'order': 2}]","[{'credit_id': '52fe4569c3a368484e059281', 'department': 'Directing', 'gender': 2, 'id': 884, 'job': 'Director', 'name': 'Steve Buscemi'}, {'credit_id': '52fe4569c3a368484e059287', 'department': 'Writing', 'gender': 2, 'id': 884, 'job': 'Writer', 'name': 'Steve Buscemi'}, {'credit_id': '596931a5c3a3683b4200186b', 'department': 'Crew', 'gender': 1, 'id': 5271, 'job': 'Cinematography', 'name': 'Lisa Rinzler'}]"
Journey from the Fall,"[{'cast_id': 3, 'character': 'Ba Noi (Grandmother)', 'credit_id': '52fe44ddc3a368484e03b5ef', 'gender': 1, 'id': 143432, 'name': 'Kiều Chinh', 'order': 0}, {'cast_id': 4, 'character': 'Long', 'credit_id': '52fe44ddc3a368484e03b5f3', 'gender': 2, 'id': 111185, 'name': 'Long Nguyen', 'order': 1}, {'cast_id': 5, 'character': 'Mai', 'credit_id': '52fe44ddc3a368484e03b5f7', 'gender': 0, 'id': 143433, 'name': 'Diem Lien', 'order': 2}]","[{'credit_id': '52fe44ddc3a368484e03b5e5', 'department': 'Directing', 'gender': 2, 'id': 143430, 'job': 'Director', 'name': 'Ham Tran'}, {'credit_id': '56fac1ac9251410d87000757', 'department': 'Writing', 'gender': 2, 'id': 143430, 'job': 'Writer', 'name': 'Ham Tran'}]"
The Basket,"[{'cast_id': 1, 'character': 'Martin Conlon', 'credit_id': '52fe4842c3a36847f815e98d', 'gender': 2, 'id': 9979, 'name': 'Peter Coyote', 'order': 0}, {'cast_id': 2, 'character': 'Bessie Emery', 'credit_id': '52fe4842c3a36847f815e991', 'gender': 1, 'id': 650, 'name': 'Karen Allen', 'order': 1}, {'cast_id': 4, 'character': 'Helmut Brink', 'credit_id': '52fe4842c3a36847f815e99b', 'gender': 0, 'id': 1188934, 'name': 'Robert Burke', 'order': 2}]","[{'credit_id': '52fe4842c3a36847f815e997', 'department': 'Directing', 'gender': 0, 'id': 39822, 'job': 'Director', 'name': 'Rich Cowan'}]"
Eddie: The Sleepwalking Cannibal,"[{'cast_id': 1001, 'character': 'Lars', 'credit_id': '52fe49d2c3a36847f81a80d1', 'gender': 2, 'id': 20258, 'name': 'Thure Lindhardt', 'order': 0}, {'cast_id': 1002, 'character': 'Eddie', 'credit_id': '52fe49d2c3a36847f81a80d5', 'gender': 0, 'id': 1067604, 'name': 'Dylan Smith', 'order': 1}, {'cast_id': 1003, 'character': 'Lesley', 'credit_id': '52fe49d2c3a36847f81a80d9', 'gender': 1, 'id': 90683, 'name': 'Georgina Reilly', 'order': 2}]","[{'credit_id': '52fe49d2c3a36847f81a80df', 'department': 'Writing', 'gender': 2, 'id': 166530, 'job': 'Writer', 'name': 'Jonathan Rannells'}, {'credit_id': '52fe49d2c3a36847f81a80e5', 'department': 'Writing', 'gender': 0, 'id': 179266, 'job': 'Story', 'name': 'Alex Epstein'}, {'credit_id': '52fe49d2c3a36847f81a80eb', 'department': 'Writing', 'gender': 0, 'id': 1024216, 'job': 'Screenplay', 'name': 'Boris Rodriguez'}]"
Queen of the Mountains,"[{'cast_id': 1, 'character': 'Kurmanjan Datka (18-25)', 'credit_id': '5435b3f00e0a264d630005d5', 'gender': 0, 'id': 1372346, 'name': 'Elina Abai Kyzy', 'order': 1}, {'cast_id': 3, 'character': 'Alymbek Datka', 'credit_id': '5435b42cc3a368111a0005e0', 'gender': 0, 'id': 1372348, 'name': 'Aziz Muradillayev', 'order': 3}, {'cast_id': 4, 'character': 'Kurmanjan Datka (50)', 'credit_id': '5435b4530e0a264d6c000672', 'gender': 0, 'id': 1372349, 'name': 'Nasira Mambetov', 'order': 4}]","[{'credit_id': '58488c18c3a368141100bc91', 'department': 'Writing', 'gender': 0, 'id': 1372345, 'job': 'Screenplay', 'name': 'Sadyk Sher-Niyaz'}, {'credit_id': '5435b39dc3a36811290005ff', 'department': 'Directing', 'gender': 0, 'id': 1372345, 'job': 'Director', 'name': 'Sadyk Sher-Niyaz'}, {'credit_id': '58488c21c3a368141f00c18b', 'department': 'Writing', 'gender': 0, 'id': 1719452, 'job': 'Writer', 'name': 'Bakytbek Turdubaev'}]"
Def-Con 4,"[{'cast_id': 4, 'character': 'J.J.', 'credit_id': '52fe45eac3a36847f80e1cd5', 'gender': 1, 'id': 158360, 'name': 'Lenore Zann', 'order': 0}, {'cast_id': 5, 'character': 'Vinny', 'credit_id': '52fe45eac3a36847f80e1cd9', 'gender': 2, 'id': 7868, 'name': 'Maury Chaykin', 'order': 1}, {'cast_id': 6, 'character': 'Jordan', 'credit_id': '52fe45eac3a36847f80e1cdd', 'gender': 1, 'id': 102760, 'name': 'Kate Lynch', 'order': 2}]","[{'credit_id': '544e5765c3a3681bf20002b8', 'department': 'Editing', 'gender': 2, 'id': 1767, 'job': 'Editor', 'name': 'Todd C. Ramsay'}, {'credit_id': '5544ef7bc3a3680ce8004581', 'department': 'Sound', 'gender': 2, 'id': 19155, 'job': 'Original Music Composer', 'name': 'Christopher Young'}, {'credit_id': '544e57b00e0a2608d40049ce', 'department': 'Crew', 'gender': 2, 'id': 52194, 'job': 'Post Production Supervisor', 'name': 'Tony Randel'}]"
The Hebrew Hammer,"[{'cast_id': 3, 'character': 'Mordechai Jefferson Carver', 'credit_id': '52fe47c49251416c750a4bb3', 'gender': 2, 'id': 6163, 'name': 'Adam Goldberg', 'order': 0}, {'cast_id': 5, 'character': 'Esther Bloomenbergensteinenthal', 'credit_id': '52fe47c49251416c750a4bbd', 'gender': 1, 'id': 20750, 'name': 'Judy Greer', 'order': 1}, {'cast_id': 6, 'character': 'Damian Claus', 'credit_id': '52fe47c49251416c750a4bc1', 'gender': 2, 'id': 43120, 'name': 'Andy Dick', 'order': 2}]","[{'credit_id': '52fe47c49251416c750a4baf', 'department': 'Directing', 'gender': 0, 'id': 557818, 'job': 'Director', 'name': 'Jonathan Kesselman'}, {'credit_id': '52fe47c49251416c750a4bb9', 'department': 'Writing', 'gender': 0, 'id': 557818, 'job': 'Writer', 'name': 'Jonathan Kesselman'}]"
Neal 'n' Nikki,"[{'cast_id': 4, 'character': 'Gurneal ""Neal"" Ahluwalia', 'credit_id': '52fe46f6c3a36847f811c035', 'gender': 2, 'id': 69709, 'name': 'Uday Chopra', 'order': 0}, {'cast_id': 5, 'character': ""Nikita 'Nikki' Bakshi (as Tanisha Mukerji)"", 'credit_id': '52fe46f6c3a36847f811c039', 'gender': 0, 'id': 1054415, 'name': 'Tanisha Mukherjee', 'order': 1}, {'cast_id': 6, 'character': 'Man in bar', 'credit_id': '52fe46f6c3a36847f811c03d', 'gender': 0, 'id': 35793, 'name': 'Abhishek Bachchan', 'order': 2}]","[{'credit_id': '52fe46f6c3a36847f811c031', 'department': 'Writing', 'gender': 0, 'id': 85030, 'job': 'Writer', 'name': 'Anvita Dutt Guptan'}, {'credit_id': '52fe46f6c3a36847f811c025', 'department': 'Directing', 'gender': 0, 'id': 631226, 'job': 'Director', 'name': 'Arjun Sablok'}, {'credit_id': '52fe46f6c3a36847f811c02b', 'department': 'Writing', 'gender': 0, 'id': 631226, 'job': 'Writer', 'name': 'Arjun Sablok'}]"
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,"[{'cast_id': 1, 'character': 'Andy', 'credit_id': '52fe46c69251416c9105f5d3', 'gender': 2, 'id': 78320, 'name': 'Bryan Callen', 'order': 0}, {'cast_id': 2, 'character': 'Kim', 'credit_id': '52fe46c69251416c9105f5d7', 'gender': 1, 'id': 66524, 'name': 'Noureen DeWulf', 'order': 1}, {'cast_id': 3, 'character': 'Sarah', 'credit_id': '52fe46c69251416c9105f5db', 'gender': 1, 'id': 83352, 'name': 'Mircea Monroe', 'order': 2}]","[{'credit_id': '52fe46c79251416c9105f603', 'department': 'Writing', 'gender': 2, 'id': 68216, 'job': 'Writer', 'name': 'Brad Kaaya'}, {'credit_id': '52fe46c69251416c9105f5f9', 'department': 'Directing', 'gender': 0, 'id': 130051, 'job': 'Director', 'name': 'Craig Moss'}, {'credit_id': '52fe46c79251416c9105f609', 'department': 'Writing', 'gender': 0, 'id': 130051, 'job': 'Writer', 'name': 'Craig Moss'}]"
Forget Me Not,"[{'cast_id': 1, 'character': 'Sandy Channing', 'credit_id': '52fe4556c3a368484e054611', 'gender': 1, 'id': 58899, 'name': 'Carly Schroeder', 'order': 0}, {'cast_id': 2, 'character': 'Eli Channing', 'credit_id': '52fe4556c3a368484e054615', 'gender': 2, 'id': 88076, 'name': 'Cody Linley', 'order': 1}, {'cast_id': 3, 'character': 'Hannah', 'credit_id': '52fe4556c3a368484e054619', 'gender': 1, 'id': 98271, 'name': 'Brie Gabrielle', 'order': 2}]","[{'credit_id': '52fe4556c3a368484e0546a1', 'department': 'Writing', 'gender': 2, 'id': 98293, 'job': 'Writer', 'name': 'Jamieson Stern'}, {'credit_id': '52fe4556c3a368484e05469b', 'department': 'Directing', 'gender': 0, 'id': 971918, 'job': 'Director', 'name': 'Tyler Oliver'}, {'credit_id': '52fe4556c3a368484e0546a7', 'department': 'Writing', 'gender': 0, 'id': 971918, 'job': 'Writer', 'name': 'Tyler Oliver'}]"
Rebecca,"[{'cast_id': 10, 'character': ""'Maxim' de Winter"", 'credit_id': '52fe4228c3a36847f80088b3', 'gender': 2, 'id': 3359, 'name': 'Laurence Olivier', 'order': 0}, {'cast_id': 11, 'character': 'Mrs. de Winter (2nd)', 'credit_id': '52fe4228c3a36847f80088b7', 'gender': 1, 'id': 3360, 'name': 'Joan Fontaine', 'order': 1}, {'cast_id': 12, 'character': 'Jack Favell', 'credit_id': '52fe4228c3a36847f80088bb', 'gender': 2, 'id': 3361, 'name': 'George Sanders', 'order': 2}]","[{'credit_id': '56520a6d9251414af900b1b8', 'department': 'Camera', 'gender': 0, 'id': 881, 'job': 'Camera Operator', 'name': 'Irving Rosenberg'}, {'credit_id': '52fe4228c3a36847f8008885', 'department': 'Directing', 'gender': 2, 'id': 2636, 'job': 'Director', 'name': 'Alfred Hitchcock'}, {'credit_id': '52fe4228c3a36847f800888b', 'department': 'Writing', 'gender': 1, 'id': 3353, 'job': 'Novel', 'name': 'Daphne Du Maurier'}]"
Friday the 13th Part 2,"[{'cast_id': 1, 'character': 'Ginny Field', 'credit_id': '52fe4522c3a36847f80be573', 'gender': 1, 'id': 58710, 'name': 'Amy Steel', 'order': 0}, {'cast_id': 2, 'character': 'Paul Holt', 'credit_id': '52fe4522c3a36847f80be577', 'gender': 2, 'id': 55571, 'name': 'John Furey', 'order': 1}, {'cast_id': 3, 'character': 'Alice Hardy', 'credit_id': '52fe4522c3a36847f80be57b', 'gender': 1, 'id': 37470, 'name': 'Adrienne King', 'order': 2}]","[{'credit_id': '52fe4522c3a36847f80be597', 'department': 'Sound', 'gender': 2, 'id': 20953, 'job': 'Music', 'name': 'Harry Manfredini'}, {'credit_id': '52fe4522c3a36847f80be59d', 'department': 'Camera', 'gender': 2, 'id': 37933, 'job': 'Director of Photography', 'name': 'Peter Steinfeld'}, {'credit_id': '52fe4522c3a36847f80be585', 'department': 'Directing', 'gender': 2, 'id': 58712, 'job': 'Director', 'name': 'Steve Miner'}]"
The Lost Weekend,"[{'cast_id': 1, 'character': 'Don Birnam', 'credit_id': '52fe45a3c3a368484e0665f9', 'gender': 2, 'id': 7124, 'name': 'Ray Milland', 'order': 0}, {'cast_id': 10, 'character': 'Helen St. James', 'credit_id': '52fe45a3c3a368484e06662d', 'gender': 1, 'id': 20391, 'name': 'Jane Wyman', 'order': 1}, {'cast_id': 11, 'character': 'Wick Birnam', 'credit_id': '52fe45a3c3a368484e066631', 'gender': 2, 'id': 101490, 'name': 'Phillip Terry', 'order': 2}]","[{'credit_id': '52fe45a3c3a368484e066611', 'department': 'Writing', 'gender': 0, 'id': 3146, 'job': 'Screenplay', 'name': 'Billy Wilder'}, {'credit_id': '56395837c3a3681b4d023311', 'department': 'Directing', 'gender': 0, 'id': 3146, 'job': 'Director', 'name': 'Billy Wilder'}, {'credit_id': '52fe45a3c3a368484e066657', 'department': 'Editing', 'gender': 2, 'id': 3159, 'job': 'Editorial Manager', 'name': 'Doane Harrison'}]"
C.H.U.D.,"[{'cast_id': 1, 'character': 'George Cooper', 'credit_id': '52fe4474c3a368484e024053', 'gender': 2, 'id': 11512, 'name': 'John Heard', 'order': 0}, {'cast_id': 2, 'character': ""A.J. 'The Reverend' Shepherd"", 'credit_id': '52fe4474c3a368484e024057', 'gender': 2, 'id': 11511, 'name': 'Daniel Stern', 'order': 1}, {'cast_id': 3, 'character': 'Captain Bosch', 'credit_id': '52fe4474c3a368484e02405b', 'gender': 2, 'id': 90519, 'name': 'Christopher Curry', 'order': 2}]","[{'credit_id': '56432b319251410a3f001821', 'department': 'Production', 'gender': 1, 'id': 897, 'job': 'Casting', 'name': 'Bonnie Timmermann'}, {'credit_id': '588b71aac3a368181001a095', 'department': 'Sound', 'gender': 2, 'id': 959, 'job': 'Original Music Composer', 'name': 'David A. Hughes'}, {'credit_id': '56432b1d9251410a490017b9', 'department': 'Editing', 'gender': 1, 'id': 11880, 'job': 'Editor', 'name': 'Claire Simpson'}]"
Filly Brown,"[{'cast_id': 1002, 'character': 'Linda', 'credit_id': '52fe48e09251416c9109b301', 'gender': 0, 'id': 936226, 'name': 'Resmine Atis', 'order': 0}, {'cast_id': 1003, 'character': 'Caeser', 'credit_id': '52fe48e09251416c9109b305', 'gender': 2, 'id': 933832, 'name': 'Baby Bash', 'order': 1}, {'cast_id': 1004, 'character': 'Driver', 'credit_id': '52fe48e09251416c9109b309', 'gender': 0, 'id': 1163085, 'name': 'David Bianchi', 'order': 2}]","[{'credit_id': '52fe48e09251416c9109b2fd', 'department': 'Directing', 'gender': 2, 'id': 133790, 'job': 'Director', 'name': 'Michael D. Olmos'}, {'credit_id': '52fe48e09251416c9109b2f7', 'department': 'Directing', 'gender': 0, 'id': 930627, 'job': 'Director', 'name': 'Youssef Delara'}]"
The Lion of Judah,"[{'cast_id': 1, 'character': 'Judah (voice)', 'credit_id': '52fe46ecc3a36847f811a177', 'gender': 1, 'id': 488017, 'name': 'Georgina Cordova', 'order': 0}, {'cast_id': 2, 'character': 'Slink (voice)', 'credit_id': '52fe46ecc3a36847f811a17b', 'gender': 2, 'id': 7502, 'name': 'Ernest Borgnine', 'order': 1}, {'cast_id': 3, 'character': 'Boss (voice)', 'credit_id': '52fe46ecc3a36847f811a17f', 'gender': 2, 'id': 147, 'name': 'Michael Madsen', 'order': 2}]","[{'credit_id': '52fe46ecc3a36847f811a185', 'department': 'Directing', 'gender': 0, 'id': 932013, 'job': 'Director', 'name': 'Deryck Broom'}]"
Niagara,"[{'cast_id': 15, 'character': 'Rose Loomis', 'credit_id': '52fe48019251416c750acc35', 'gender': 1, 'id': 3149, 'name': 'Marilyn Monroe', 'order': 0}, {'cast_id': 2, 'character': 'George Loomis', 'credit_id': '52fe48019251416c750acbf9', 'gender': 2, 'id': 7664, 'name': 'Joseph Cotten', 'order': 1}, {'cast_id': 3, 'character': 'Polly Cutler', 'credit_id': '52fe48019251416c750acbfd', 'gender': 1, 'id': 19216, 'name': 'Jean Peters', 'order': 2}]","[{'credit_id': '56e2e148c3a368355200007c', 'department': 'Art', 'gender': 2, 'id': 3358, 'job': 'Art Direction', 'name': 'Lyle R. Wheeler'}, {'credit_id': '57cf607492514134a5003df5', 'department': 'Sound', 'gender': 0, 'id': 8511, 'job': 'Sound', 'name': 'Roger Heman Sr.'}, {'credit_id': '52fe48019251416c750acc25', 'department': 'Writing', 'gender': 2, 'id': 8617, 'job': 'Writer', 'name': 'Charles Brackett'}]"
How Green Was My Valley,"[{'cast_id': 2, 'character': 'Mr. Gruffydd', 'credit_id': '52fe4639c3a36847f80f369f', 'gender': 2, 'id': 12308, 'name': 'Walter Pidgeon', 'order': 0}, {'cast_id': 3, 'character': 'Angharad Morgan', 'credit_id': '52fe4639c3a36847f80f36a3', 'gender': 1, 'id': 70035, 'name': ""Maureen O'Hara"", 'order': 1}, {'cast_id': 6, 'character': 'Huw Morgan', 'credit_id': '52fe4639c3a36847f80f36af', 'gender': 2, 'id': 7505, 'name': 'Roddy McDowall', 'order': 2}]","[{'credit_id': '52fe4639c3a36847f80f369b', 'department': 'Directing', 'gender': 0, 'id': 8500, 'job': 'Director', 'name': 'John Ford'}, {'credit_id': '52fe4639c3a36847f80f36d1', 'department': 'Production', 'gender': 2, 'id': 8502, 'job': 'Producer', 'name': 'Darryl F. Zanuck'}, {'credit_id': '52fe463ac3a36847f80f36d7', 'department': 'Sound', 'gender': 2, 'id': 8503, 'job': 'Original Music Composer', 'name': 'Alfred Newman'}]"
